ytid_V,Comments,Emotion,Extra_emotion,aspect_version,caption_version,shorth_aspect,short_caption,Instrumental,aspect_list,caption
11D0JdB7_4k_1,"No digeridoo, ambient noises included",Disgust,Chill,TRUE,FALSE,FALSE,TRUE,TRUE,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_2,"No digeridoo, ambient noises included",Calm,Chill,TRUE,FALSE,FALSE,TRUE,TRUE,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_3,"No digeridoo, ambient noises included",Calm,Chill,FALSE,TRUE,FALSE,TRUE,TRUE,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
11D0JdB7_4k_4,No digeridoo,Calm,Chill,FALSE,TRUE,FALSE,TRUE,TRUE,"didgeridoo song, droning sound, low pitch sounds, no voices, no other instruments",This song features a didgeridoo being played using the vibration produced by blowing the lips on the instrument. This produces a droning sound. The droning sound alternates with the bass sound
15Mw2jyyHk0_1,,Happy,Energetic,TRUE,FALSE,FALSE,TRUE,TRUE,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_2,,Calm,Content,TRUE,FALSE,FALSE,TRUE,TRUE,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_3,,Happy,Energetic,FALSE,TRUE,FALSE,TRUE,TRUE,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
15Mw2jyyHk0_4,,Happy,"Energetic, exciting",FALSE,TRUE,FALSE,TRUE,TRUE,"instrumental, spanish guitar, energetic, vigorous, spirited, rhythmic guitar, extremely rapid guitar rhythm, dexterity, acoustic guitar accompaniment, muffled audio, inferior quality audio","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant,"
19-GI2LzOtc_1,Not low quality,Happy,"Exciting, epic",TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_2,Not low quality,Exciting,Epic,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_3,Not low quality,Exciting,Epic,FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
19-GI2LzOtc_4,Not low quality,Exciting,Epic,FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, noisy, wide choir, sizzling triangle, wide brass melody, wide strings melody, epic, powerful, passionate","The low quality recording features a wide choir singing over widely spread strings and brass melody, followed by a sizzling triangle. It sounds epic, powerful and passionate."
1Ccis4FDGwY_1,Labaled instrumental by the generator but has lyrics,Content,Melancholic,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1Ccis4FDGwY_2,,Content,Melancholic,TRUE,FALSE,FALSE,TRUE,TRUE,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1Ccis4FDGwY_3,,Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,TRUE,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1Ccis4FDGwY_4,,Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,TRUE,"low quality, noisy, electric guitar melody, mellow, soft, passionate",The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. 
1IK4OeOqAEo_1,"lyrics generated in Spanish in response to ""foreign language"" prompt",Sad,,TRUE,FALSE,TRUE,TRUE,FALSE,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_2,"lyrics generated in Spanish in response to ""foreign language"" prompt",Sad,,TRUE,FALSE,TRUE,TRUE,FALSE,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_3,"lyrics generated in French in response to ""foreign language"" prompt",Sad,,FALSE,TRUE,TRUE,TRUE,FALSE,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1IK4OeOqAEo_4,"lyrics generated in French in response to ""foreign language"" prompt",Sad,,FALSE,TRUE,TRUE,TRUE,FALSE,"female singer, slow tempo, soft piano accompaniment, lonely, pain, heart break, sad, pop, dreamy, love song, young love, emotional, sentimental, foreign language, romantic, lonely, melancholic, ","A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic,"
1JwoLPCIGhs_1,Not low quality,Sad,"Slightly melancholic, soulful",TRUE,FALSE,FALSE,TRUE,FALSE,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_2,,Sad,"Slightly melancholic, soulful",TRUE,FALSE,FALSE,TRUE,FALSE,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_3,"Could slightly pass as low quality due to few instruments, but still far way from low.",Sad,"Slightly melancholic, soulful",FALSE,TRUE,FALSE,TRUE,FALSE,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1JwoLPCIGhs_4,,Sad,"Slightly melancholic, soulful",FALSE,TRUE,FALSE,TRUE,FALSE,"cover, low quality, noisy, blues, subtly strummed acoustic rhythm guitar, electric guitar solo melody, passionate, easygoing, cool","The low quality recording features a cover of a blues song and it consists of subtly strummed, acoustic rhythm guitar, followed by electric guitar solo melody. It sounds passionate, easygoing and cool "
1OIfQHKnAcw_1,,Sad,Depressive,TRUE,FALSE,TRUE,FALSE,FALSE,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_2,,Sad,Depressive,TRUE,FALSE,TRUE,FALSE,FALSE,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_3,Not clearly a male voice,Sad,Depressive,FALSE,TRUE,TRUE,FALSE,FALSE,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1OIfQHKnAcw_4,Not clearly a male voice,Sad,Depressive,FALSE,TRUE,TRUE,FALSE,FALSE,"male singer, piano accompaniment, soloist, modern love, loneliness, breakup song, mameluke in love, music covers, youtube music videos, youtube music artist, modern pop hits, courtship song, ",A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
1QSD-dzEv7Y_1,"No bansuri flute, instead there is a classical guitar",Happy,"Relaxing, chill",TRUE,TRUE,FALSE,TRUE,TRUE,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_2,"No bansuri flute, instead there is a classical guitar",Content,"Relaxing, chill",TRUE,TRUE,FALSE,TRUE,TRUE,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_3,"No bansuri flute, instead there is a classical guitar",Surprise,Tense,FALSE,TRUE,FALSE,TRUE,TRUE,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1QSD-dzEv7Y_4,"No bansuri flute, instead there is a classical guitar",Content,"Relaxing, chill",FALSE,TRUE,FALSE,TRUE,TRUE,"flute music, bansuri flute, piano, e-bass, amateur recording, soothing",This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. 
1SqihV_DnEg_1,No xylophone,Content,Relaxing,TRUE,FALSE,FALSE,TRUE,FALSE,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_2,No xylophone,Content,Relaxing,TRUE,FALSE,FALSE,TRUE,FALSE,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_3,No xylophone,Content,Relaxing,FALSE,TRUE,FALSE,TRUE,FALSE,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1SqihV_DnEg_4,No xylophone,Content,Relaxing,FALSE,TRUE,FALSE,TRUE,FALSE,"lullaby, xylophone, mellow male vocals, bass guitar, dreamy, kids music, mid tempo, nostalgic",The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song
1W2FOzSXsxs_1,"Not low quality, not amateur",Calm,Happy,TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_2,"Not low quality, not amateur",Calm,Happy,TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_3,"Not low quality, not amateur",Happy,Chill,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1W2FOzSXsxs_4,Not clearly female voice,Happy,,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, low quality audio, female voice, piano song, slow tempo, story-telling mood, minimal instruments, no percussion, easy listening",This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood
1_YHHL_t2GI_1,,Happy,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_2,Not low quality,Happy,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_3,Not low quality,Happy,"Energetic, Exciting",FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1_YHHL_t2GI_4,Not low quality,Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, clapping, shoe tapping, mono, noisy, rock, playback, passionate male vocal, electric guitar melody, punchy snare, shimmering hi hats, groovy bass guitar, punchy kick","The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, "
1gDNqOQFopY_1,"Some words added although they are few in contrast to the ""no word"" prompt",Happy,Easygoing,TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_2,"Some words added although they are few in contrast to the ""no word"" prompt",Happy,Easygoing,TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_3,"Some words added although they are few in contrast to the ""no word"" prompt",Happy,Easygoing,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1gDNqOQFopY_4,"Some words added although they are few in contrast to the ""no word"" prompt",Happy,Chill,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, yodeling, male voice, quirky sounds, piano, no words, no percussion, minimal instruments, moderate tempo, comedy",This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. 
1j13NdQiw8c_1,No people talking or claping,Happy,"Energetic, chill",TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_2,No people talking or claping,Happy ,Energetic,TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_3,No harmonica,Calm,Relaxing,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1j13NdQiw8c_4,No harmonica,Calm,Relaxing,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental, fast tempo, lively, fresh, breeze, people talking, clapping, cheering, tambourine beats, youthful, simple vivacious, ambient nature sounds, people talking, keyboard harmony, lively drums, ","This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited."
1l7BjFDQLUM_1,"Does not follow ""no singer"" prompt, will be more accurrate ""no lirycs"" as it is mainly scat",Happy,Cheerful,TRUE,FALSE,FALSE,TRUE,FALSE,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_2,"Does not follow ""no singer"" prompt, will be more accurrate ""no lirycs"" as it is mainly scat",Happy,Cheerful,TRUE,FALSE,FALSE,TRUE,FALSE,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_3,"Does not follow ""no singer"" prompt, will be more accurrate ""no lirycs"" as it is mainly scat",Happy,Grave,FALSE,TRUE,FALSE,TRUE,FALSE,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1l7BjFDQLUM_4,"Does not follow ""no singer"" prompt, will be more accurrate ""no lirycs"" as it is mainly scat",Happy,,FALSE,TRUE,FALSE,TRUE,FALSE,"jingle, no singer, instrumental, keyboard, organ, bells, percussive elements, cheerful, playful, cozy",This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. 
1pR0SgbqP3M_1,,Happy,Energetic,TRUE,FALSE,TRUE,TRUE,FALSE,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_2,,Happy,Energetic,TRUE,FALSE,TRUE,TRUE,FALSE,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_3,,Happy,"Cheerful, energetic",FALSE,TRUE,TRUE,TRUE,FALSE,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1pR0SgbqP3M_4,,Happy,"Cheerful, energetic",FALSE,TRUE,TRUE,TRUE,FALSE,"male vocalist, fast tempo, lively trumpet, synth pop, funk pop, electrifying music, passionate, vital, catchy, engaging, buoyant, groovy saxophone, keyboard harmony, slick drumming, synthesiser ","A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements "
1y1lEOGBcWM_1,Not low quality. Added voice and lyrics,Calm,Slightly melancholic,TRUE,FALSE,FALSE,FALSE,FALSE,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_2,Not low quality. Added voice and lyrics,Calm,Slightly melancholic,TRUE,FALSE,FALSE,FALSE,FALSE,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_3,Not low quality. Added voice and lyrics,Calm,Slightly melancholic,FALSE,TRUE,FALSE,FALSE,FALSE,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
1y1lEOGBcWM_4,Not low quality. Added voice and lyrics,Calm,Slightly melancholic,FALSE,TRUE,FALSE,FALSE,FALSE,"low quality, suspenseful piano melody, mellow synth pad chords, intense, mystical, passionate, emotional","The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
20Vh6z6Ie0E_1,Not a live performance,Happy,,TRUE,FALSE,FALSE,TRUE,FALSE,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_2,Not a live performance,Happy,,TRUE,FALSE,FALSE,TRUE,FALSE,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_3,No strings,Content,Calm,FALSE,TRUE,FALSE,TRUE,FALSE,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
20Vh6z6Ie0E_4,No strings,Content,Calm,FALSE,TRUE,FALSE,TRUE,FALSE,"live performance, pop, passionate female vocal, sustained strings melody, groovy piano melody, smooth bass, wide shimmering shakers, snaps, snappy rimshots, euphoric, happy, nostalgic","The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shake"
25RWrqQol7Y_1,,Disgust,"Aggressive, Energetic",TRUE,FALSE,FALSE,TRUE,FALSE,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_2,,Disgust,"Aggressive, Energetic",TRUE,FALSE,FALSE,TRUE,FALSE,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_3,No glass shattering,Exciting,Agressive,FALSE,TRUE,FALSE,TRUE,FALSE,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
25RWrqQol7Y_4,No glass shattering,Exciting,Agressive,FALSE,TRUE,FALSE,TRUE,FALSE,"electronic, sound effects, glass shatter, ice break, synth bass, loud, dramatic, aggressive, violent",These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering
298Q_pSLflU_1,Added voice,Exciting,Uplifting,TRUE,FALSE,FALSE,TRUE,FALSE,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_2,Added voice,Exciting,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_3,Added voice,Happy,Uplifting,FALSE,TRUE,FALSE,TRUE,FALSE,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
298Q_pSLflU_4,Added voice,Happy,Uplifting,FALSE,TRUE,FALSE,TRUE,FALSE,"techno, synthesizer pads, fast tempo, uplifting energy",This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. 
2G4lyzAZ1vk_1,Not an amateur recording,Happy,Chill,TRUE,FALSE,FALSE,TRUE,FALSE,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2G4lyzAZ1vk_2,Not an amateur recording,Happy,Chill,TRUE,FALSE,FALSE,TRUE,FALSE,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2G4lyzAZ1vk_3,Not an amateur recording. Very realistic voice.,Happy,Chill,FALSE,TRUE,FALSE,TRUE,FALSE,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
